,Symbol,Consensus,10DayAverageTradingVolume,13WeekPriceReturnDaily,26WeekPriceReturnDaily,3MonthADReturnStd,3MonthAverageTradingVolume,52WeekHigh,52WeekHighDate,52WeekLow,52WeekLowDate,52WeekPriceReturnDaily,5DayPriceReturnDaily,assetTurnoverAnnual,assetTurnoverTTM,beta,bookValuePerShareAnnual,bookValuePerShareQuarterly,bookValueShareGrowth5Y,capexCagr5Y,cashFlowPerShareAnnual,cashFlowPerShareQuarterly,cashFlowPerShareTTM,cashPerSharePerShareAnnual,cashPerSharePerShareQuarterly,currentDividendYieldTTM,currentEv/freeCashFlowAnnual,currentEv/freeCashFlowTTM,currentRatioAnnual,currentRatioQuarterly,dividendGrowthRate5Y,dividendPerShareAnnual,dividendPerShareTTM,dividendYieldIndicatedAnnual,ebitdPerShareAnnual,ebitdPerShareTTM,ebitdaCagr5Y,ebitdaInterimCagr5Y,enterpriseValue,epsAnnual,epsBasicExclExtraItemsAnnual,epsBasicExclExtraItemsTTM,epsExclExtraItemsAnnual,epsExclExtraItemsTTM,epsGrowth3Y,epsGrowth5Y,epsGrowthQuarterlyYoy,epsGrowthTTMYoy,epsInclExtraItemsAnnual,epsInclExtraItemsTTM,epsNormalizedAnnual,epsTTM,focfCagr5Y,grossMargin5Y,grossMarginAnnual,grossMarginTTM,inventoryTurnoverAnnual,inventoryTurnoverTTM,longTermDebt/equityAnnual,longTermDebt/equityQuarterly,marketCapitalization,monthToDatePriceReturnDaily,netIncomeEmployeeAnnual,netIncomeEmployeeTTM,netInterestCoverageAnnual,netInterestCoverageTTM,netMarginGrowth5Y,netProfitMargin5Y,netProfitMarginAnnual,netProfitMarginTTM,operatingMargin5Y,operatingMarginAnnual,operatingMarginTTM,payoutRatioAnnual,payoutRatioTTM,pbAnnual,pbQuarterly,pcfShareAnnual,pcfShareTTM,peAnnual,peBasicExclExtraTTM,peExclExtraAnnual,peExclExtraTTM,peInclExtraTTM,peNormalizedAnnual,peTTM,pfcfShareAnnual,pfcfShareTTM,pretaxMargin5Y,pretaxMarginAnnual,pretaxMarginTTM,priceRelativeToS&P50013Week,priceRelativeToS&P50026Week,priceRelativeToS&P5004Week,priceRelativeToS&P50052Week,priceRelativeToS&P500Ytd,psAnnual,psTTM,ptbvAnnual,ptbvQuarterly,quickRatioAnnual,quickRatioQuarterly,receivablesTurnoverAnnual,receivablesTurnoverTTM,revenueEmployeeAnnual,revenueEmployeeTTM,revenueGrowth3Y,revenueGrowth5Y,revenueGrowthQuarterlyYoy,revenueGrowthTTMYoy,revenuePerShareAnnual,revenuePerShareTTM,revenueShareGrowth5Y,roa5Y,roaRfy,roaTTM,roe5Y,roeRfy,roeTTM,roi5Y,roiAnnual,roiTTM,tangibleBookValuePerShareAnnual,tangibleBookValuePerShareQuarterly,tbvCagr5Y,totalDebt/totalEquityAnnual,totalDebt/totalEquityQuarterly,yearToDatePriceReturnDaily
21,MO,Buy,2.62894,6.674,7.8772,19.338268,3.00379,59.67,2025-03-10,40.65,2024-04-15,32.9838,0.9168,0.6828,0.6852,0.6758844,1.528,1.7653,0.79,-10.41,5.0933,5.0933,5.0565,1.8496,1.8496,6.885,14.0772,14.0772,0.514,0.514,4.03,3.9634,3.9634,6.926995,8.2549,8.3183,48.12,,121218.36,6.5565,6.5565,6.565,6.5565,6.565,69.7,,53.96,43.48,6.5565,6.565,6.5565,6.565,2.55,55.98,59.71,59.71,8.434,8.434,9.8524,8.6709,99419.36,4.4584,1.8168,1.8168,26.6315,36.4753,,25.93,46.9,46.9,43.0,46.8,46.8,60.77,60.77,26.8387,27.0919,11.3583,11.3583,8.8263,8.8263,13.00848,8.8263,8.8263,8.8263,8.8263,11.5456,11.4078,34.4,56.87,56.87,14.3189,5.6487,17.843,22.9432,15.846,4.1394,4.1394,36.9058,41.8304,0.391,0.391,28.4521,28.4521,3.8739,3.8739,-2.62,-0.89,-0.02,-1.9,13.9802,14.1783,0.8,16.88,32.019999999999996,32.14,72.33,157.34,149.65,23.12,13.83,14.12,1.3383,1.1419,-36.08,10.3808,8.6709,11.5701
22,AMZN,Buy,47.54338,-16.2599,7.3907,27.556456,39.38066,242.52,2025-02-04,151.61,2024-08-05,10.5492,-3.0519,1.0209,1.1118,1.3012449,26.9961,26.9961,34.08,37.54,3.1037,3.1037,6.54859,9.5537,9.5537,,61.1629,61.1629,1.0637,1.0637,,,,,6.4236,11.2704,35.46,29.23,2010912.4,5.5264,5.5264,5.5224,5.5264,5.5224,19.49,36.89,85.56,91.13,5.5264,5.5224,5.5264,5.5224,8.71,44.25,48.85,48.85,9.6632,9.6632,0.184,0.184,2013886.4,-9.1671,0.0381,0.0381,8.014,0.6192,17.6,5.34,9.29,9.29,6.15,10.75,10.75,,,8.0669,8.0669,17.3795,17.3795,33.9908,33.9908,,33.9908,33.9908,33.9908,33.9908,61.2533,61.2533,6.1,10.76,10.76,-8.615,5.1622,-6.4494,0.5086,-7.835,3.1568,3.1568,8.3171,8.0857,0.8379,0.8379,13.3941,13.3941,0.41,0.41,10.74,17.86,10.49,10.99,59.5055,59.2403,16.42,5.84,9.48,10.33,16.18,20.72,23.74,10.89,16.38,17.98,26.1841,18.7025,36.74,0.2651,0.2651,-12.1109
23,AMCR,Buy,5.83014,-0.998,-10.0635,20.159761,4.47417,11.475,2024-09-27,8.8,2024-04-16,4.6414,-0.1007,0.8255,0.8174,0.7739236,2.6877,2.6205,-4.88,8.17,0.5741,0.5277,1.06726,0.4072,0.3082,5.0705,25.1312,27.341,1.1652,1.2587,0.43,0.4995,0.5035,5.141129,1.2575,1.3017,7.74,-0.1,20833.806,0.5066,0.5066,0.5529,0.5066,0.5529,-5.67,6.88,21.05,25.06,0.5066,0.5529,0.5066,0.5529,15.56,19.88,19.88,20.17,5.1499,5.0557,1.6931,1.8068,14337.806,-1.9763,0.0209,0.0228,4.3158,3.9258,3.29,6.04,5.35,5.89,9.18,8.9,9.68,98.9,91.1,3.5752,3.5943,10.8538,11.4519,19.6408,17.9672,13.27132,17.9672,17.9672,19.6408,17.9672,17.2953,12.192,7.75,6.65,7.44,6.6469,-12.292,5.7241,-5.3992,9.6957,1.0512,1.0589,5.5724,5.513,0.5712,0.5697,7.3314,7.5327,0.3897,0.3869,1.98,7.6,-0.31,-3.52,9.4656,9.3638,3.45,4.88,4.42,4.82,19.5,18.81,20.560000000000002,7.67,6.9,7.31,1.7244,1.7084,-5.49,1.7261,1.8343,5.4198
24,AMTM,Buy,3.52498,-22.5577,,69.81247,2.74318,34.47,2024-11-11,16.95,2025-03-11,,0.2714,0.7005,1.0871,1.4856441,29.097,18.3928,,,0.2349,0.9179,,2.9488,2.1455,,235.3354,37.9366,1.5695,1.5931,,,,,1.9276,2.1547,,,8472.0728,-0.337,-0.337,-0.33509999999999995,-0.337,-0.33509999999999995,,,,,-0.337,-0.33509999999999995,-0.337,-0.33509999999999995,,,10.04,9.82,,,1.041,1.036,4314.0728,-5.9572,-0.0015,-0.0005,0.8428,0.6621,,,-0.98,-0.29,,3.76,3.68,,,1.7592,1.1135,91.7888,17.9721,,,,,,,,119.8354,,,-1.47,-0.53,-14.9128,,-4.4903,,-7.8972,0.5143,0.4393,4.2712,2.5268,1.4519,1.485,,4.9765,0.1583,0.1853,12.53,,72.28,,34.4756,40.4164,,,-0.6799999999999999,-0.32,,-1.8399999999999999,-1.2,,-0.8999999999999999,-0.42,11.9846,8.1051,,1.0491,1.0458,-12.1731
25,AEE,Buy,0.63131,11.1297,17.5951,20.134346,0.57435,104.0,2025-03-04,69.39,2024-06-26,39.4943,2.4628,0.1709,0.1778,0.5421432,44.8833,44.8833,6.5,12.55,-6.1023,-6.1023,10.12002,0.0259,0.0259,2.6597,,,0.6633,0.6633,6.73,2.6632,2.6632,2.819418,13.0366,13.0342,8.12,11.47,45559.877,4.4203,4.4203,4.420999999999999,4.4203,4.420999999999999,4.77,5.7,28.62,1.07,4.4203,4.420999999999999,4.4203,4.420999999999999,,,,43.39051,0.4281,0.4281,1.425,1.425,26844.877,-1.6837,0.1316,0.1316,3.0288,3.0288,2.06,14.98,15.51,15.51,20.64,20.1,19.68,60.41,60.41,1.9642,1.9642,9.7158,9.7158,22.7114,22.7114,18.64582,22.7114,22.7114,22.7114,22.7114,432.9819,169.9043,17.23,16.66,16.66,18.7746,15.3666,10.461,29.4537,16.2907,3.5216,3.5216,1.3451,1.377,0.4401,0.4401,14.9617,14.9617,0.8488,0.8488,6.04,5.22,19.96,1.64,28.5079,28.3488,3.57,2.76,2.65,2.76,10.02,9.76,10.07,4.13,3.83,3.9800000000000004,26.8395,27.7942,-0.82,1.5455,1.5455,12.0148
26,AEP,Buy,3.85049,13.2009,2.6736,20.601614,3.18875,109.52,2025-03-04,79.16,2024-04-16,29.0829,2.9429,0.1866,0.1921,0.46731573,50.6309,50.6309,4.92,4.81,-1.8133,-1.8133,10.17456,0.7849,0.7849,3.3758,,,0.445,0.445,5.62,3.5953,3.5953,3.5140753,14.6509,14.6512,8.18,14.67,101361.384,5.5842,5.5842,5.5852,5.5842,5.5852,4.06,7.55,95.12,31.49,5.5842,5.5852,5.5842,5.5852,,,,41.85097,3.3029,3.3029,1.4568,1.4568,56397.684,-0.0566,0.1817,0.1817,2.7211,2.7211,4.17,13.91,15.42,15.42,20.18,22.37,22.37,64.17,64.17,1.8204,1.8204,8.2885,8.2885,19.0077,19.0077,17.47077,19.0077,19.0077,19.0077,19.0077,258.113,191.9594,13.85,14.78,14.78,20.8458,0.4451,11.2823,19.0423,19.1951,2.9315,2.9315,1.3625,1.2608,0.2912,0.2912,8.7051,8.7051,1.1781,1.1781,5.41,4.71,3.77,3.85,36.2073,36.0281,3.23,2.64,2.88,2.96,10.22,11.0,11.23,3.83,4.1000000000000005,4.21,31.3025,27.5962,13.97,1.68,1.674,14.9192
27,AXP,Hold,0.93253,-13.1045,7.0491,26.617998,0.75759,326.25,2025-01-23,214.73,2024-04-11,20.26,0.7555,0.2504,0.2618,1.2621541,38.8064,42.1974,8.08,3.59,23.5076,18.7486,12.94641,63.5076,67.2259,1.0579,19.2267,24.7577,0.733,0.7078,9.36,2.4284,2.7118,1.2406385,18.0856,19.7419,6.18,3.87,326776.97,14.2062,14.2062,14.198699999999999,14.2062,14.198699999999999,11.67,11.77,15.93,24.8,14.2062,14.198699999999999,14.2062,14.198699999999999,17.4,66.44,62.21,62.21,,,1.706,1.8025,183662.97,-12.706,0.1358,0.1358,33.60204,33.36721,-1.15,13.61,14.14,14.14,17.65,18.0,18.0,21.26,19.64,4.8659,6.49,9.8962,12.2108,18.1324,18.1324,16.70862,18.1324,18.1324,18.1324,18.1324,10.8062,7.8795,17.65,18.0,18.0,-5.4596,4.8206,-6.7605,10.2194,-7.2036,2.5635,2.5635,4.883,4.38517,0.733,0.7078,1.1117,1.1954,0.9604,0.9604,18.7,9.69,8.1,9.58,100.4825,101.767,13.08,3.16,3.2099999999999995,3.6900000000000004,27.91,29.849999999999998,34.089999999999996,3.99,4.06,4.62,38.6708,37.48148,4.9,6.355,6.4106,-11.4795
28,AIG,Buy,1.853,14.1228,16.2218,21.855045,1.80309,84.98,2025-03-18,69.0,2024-08-05,10.1875,4.5534,0.1653,0.1023,0.73826474,70.1482,70.1482,-1.46,,5.3996,5.3996,11.78209,2.78289,2.83008,2.0345,17.7062,17.7062,0.0373,0.0373,3.87,1.5815,1.5815,1.9070321,12.1713,11.9924,-7.5,0.58,57952.434,-2.1552,-2.1552,-2.0355,-2.1552,-2.0355,,,1000.99,,-2.1552,-2.0355,-2.1552,-2.0355,,,,,,,0.2005,0.2005,50332.434,1.3263,-0.0632,-0.0632,13.2857,9.3766,,5.51,-5.27,-5.27,13.99,16.25,15.69,28.16,29.65,1.068,1.068,15.3781,15.3781,,,5.01382,,,,,15.3781,15.3781,11.57,14.51,14.51,21.7677,13.9933,20.1058,0.1469,19.7155,1.8876,1.8876,1.1174,1.14496,0.0373,0.0373,,,1.2011,1.2011,-20.13,-11.79,-31.17,-27.31,40.9319,42.9583,-6.12,0.5,-0.8699999999999999,-0.54,7.29,-3.3000000000000003,-3.2,4.55,-2.73,-2.48,55.8077,56.74913,-8.8656,0.2098,0.2098,15.4396
29,AMT,Buy,0.81985,7.6557,-11.5142,28.637136,0.76072,243.56,2024-09-10,170.5,2024-04-30,8.8831,3.9576,0.1658,0.1685,0.9026965,7.2364,7.2364,-8.71,9.91,7.9175,7.9175,14.26613,4.2783,4.2783,3.0927,36.1912,36.1912,0.4493,0.4493,12.68,6.5866,6.5866,3.084301,14.018,17.929,8.05,6.86,133925.684,4.8171,4.8171,6.777800000000001,4.8171,6.777800000000001,-5.28,2.62,1345.32,113.42,4.8171,6.777800000000001,4.8171,6.777800000000001,6.03,70.92,74.58,88.84,8.6804,11.9172,9.6963,9.7004,99423.484,4.4986,0.4807,0.6763,2.616,4.9899,-2.22,20.11,22.27,29.36,32.54,44.6,53.25,136.36,58.45,25.3402,25.3402,18.7928,18.7928,44.0902,31.3401,52.23435,31.3401,31.3401,44.0902,31.3401,26.8676,26.8676,23.69,35.79,43.09,15.3006,-13.7427,22.4223,-1.1575,21.4287,9.8175,9.2022,73.4349,71.2436,0.4267,0.4267,16.7433,17.8628,2.1589,2.3032,2.67,5.97,-8.58,-3.05,21.6338,23.0626,4.94,3.16,3.6900000000000004,4.95,45.11,66.67,85.00999999999999,4.69,5.65,7.61,1.0532,1.0405,-20.81,10.7923,10.7923,17.1528
30,AWK,Hold,0.50618,11.0557,-2.3279,28.151453,0.43821,152.05,2025-03-10,113.39,2024-04-16,23.5701,2.7616,0.1427,0.1476,0.7552729,53.0062,53.0062,9.4,11.54,-4.1607,-4.1607,8.48021,0.4925,0.4925,2.084,,,0.3857,0.3857,9.01,3.0027,3.0027,2.1129677,13.2103,13.2103,7.47,10.05,42012.44,5.3897,5.3897,5.3897,5.3897,5.3897,-8.08,9.45,40.49,10.47,5.3897,5.3897,5.3897,5.3897,,,,,20.50323,16.48039,1.2119,1.2119,28071.44,6.4573,0.1569,0.1569,4.1678,4.1678,5.46,23.45,22.44,22.44,37.75,36.68,36.68,55.66,55.66,2.3483,2.3483,13.7269,13.7269,26.7093,26.7093,29.31091,26.7093,26.7093,26.7093,26.7093,1871.4293,4010.2057,30.01,29.01,29.01,18.7006,-4.5564,21.679,13.5295,20.5503,5.993,5.993,4.6979,4.6979,0.353,0.353,10.03,10.03,0.6991,0.6991,6.02,5.35,16.38,10.63,24.0205,24.0205,3.79,3.39,3.2,3.3099999999999996,11.75,10.17,10.290000000000001,4.73,4.31,4.45,40.0989,40.0989,10.38281,1.3586,1.3586,16.2744
31,AMP,Buy,0.17819,-11.2328,12.6411,26.569925,0.22275,577.89,2025-01-29,385.74,2024-08-05,16.5534,1.7629,0.0988,0.0986,1.2810283,54.3639,54.3639,3.31,4.24,66.7487,66.7487,,88.617,88.617,1.1687,12.7578,12.7578,0.5896,0.5897,8.56,5.847,5.847,1.2015182,50.8649,50.7677,16.36,19.01,81892.33,33.0515,33.0515,33.0441,33.0515,33.0441,12.85,18.88,196.13,39.37,33.0515,33.0441,33.0515,33.0441,23.9,50.68,52.02,52.02,,,1.0065,1.0065,49116.33,-9.0024,0.2501,0.2501,5.4587,5.4587,5.25,17.21,18.97,18.97,24.55,29.14,29.14,16.88,16.88,9.8802,9.8802,7.4475,7.4475,14.4417,14.4417,15.61409,14.4417,14.4417,14.4417,14.4417,7.6517,7.6517,21.26,23.8,23.8,-3.5879,10.4126,-2.5438,6.5128,-3.8942,2.7399,2.7399,10.9089,9.29735,0.5896,0.5897,1.2133,1.2133,1.3181,1.3181,10.07,6.82,11.54,11.37,174.208,176.785,12.95,1.49,1.87,1.87,51.8,65.05,65.36,6.65,7.31,7.19,49.2374,37.72886,-2.85,7.8994,7.8994,-8.1701
32,AME,Buy,0.39796,-6.6681,6.754,18.704584,0.49714,198.02,2024-11-25,149.03,2024-08-05,-2.9969,-0.6377,0.4744,0.4701,1.1239218,41.8523,41.8523,13.38,4.43,7.3766,7.3766,6.96659,1.6212,1.6212,0.6372,24.8665,24.8665,1.2404,1.2404,14.93,1.1212,1.1212,0.6941723,9.2925,9.2925,9.16,9.63,42317.179,5.9273,5.9273,5.927200000000001,5.9273,5.927200000000001,11.7,9.56,12.79,4.51,5.9273,5.927200000000001,5.9273,5.927200000000001,10.95,35.23,35.68,36.1,4.1452,4.118,0.1476,0.1476,40611.457,-6.9836,0.064,0.064,15.7088,15.7088,3.5,19.13,19.83,19.83,25.05,25.64,25.64,18.81,18.81,4.3184,4.3184,22.206,22.206,29.5115,29.5115,31.18585,29.5115,29.5115,29.5115,29.5115,23.8642,23.8642,23.48,23.94,23.94,0.9768,4.5255,1.7023,-13.0375,1.957,5.8508,5.8508,7.2639,7.2639,0.7535,0.7535,6.2002,6.2002,0.3228,0.3228,7.76,6.12,1.77,5.22,29.8972,29.905,5.86,8.84,9.41,9.32,14.77,14.249999999999998,14.71,11.07,11.73,11.61,24.8814,24.8814,19.53,0.2154,0.2154,-2.3189
33,AMGN,Buy,2.93361,16.5466,-3.1253,24.175894,3.57238,346.85,2024-07-25,253.3,2024-12-19,18.5145,1.968,0.3639,0.3647,0.4737309,10.9462,10.9462,-7.73,12.14,19.3593,19.3593,20.76801,22.3002,22.3002,2.8419,20.9883,20.9883,1.2568,1.2568,9.41,9.0124,9.0124,3.001545,24.9575,24.9111,2.59,6.52,218152.83,7.5601,7.5601,7.5485,7.5601,7.5485,-9.75,-10.1,-18.71,-39.56,7.5601,7.5485,7.5601,7.5485,4.03,71.65,61.53,61.53,1.557,1.557,9.6221,9.6221,170026.83,3.4376,0.1461,0.1461,1.3596,2.3962,-18.27,22.44,12.24,12.24,30.63,22.36,22.36,118.14,86.22,23.8391,23.8391,14.7978,14.7978,41.5714,41.5714,21.91908,41.5714,41.5714,41.5714,41.5714,16.3582,16.3582,25.47,13.79,13.79,24.1915,-5.3538,16.7541,8.4739,26.5327,5.087,5.087,24.5298,27.467,0.8612,0.9538,4.7579,4.7579,1.1937,1.1937,8.76,7.43,10.86,18.57,61.7819,61.7819,10.0,8.52,4.45,4.46,104.3,69.59,67.17999999999999,12.58,6.2,6.03,8.027,7.0889,-10.56,10.2261,10.2261,22.2568
34,APH,Buy,2.15379,-13.1647,5.0337,41.670147,2.05518,79.29,2025-01-24,54.28,2024-03-15,16.8344,1.6234,0.71,0.7977,1.1587785,8.122,8.122,1.33,17.67,1.7827,1.7827,3.76996,2.7666,2.7666,0.7765,37.3174,37.3174,2.3718,2.3718,1.11,0.4952,0.4952,1.0335108,3.0084,3.0084,14.57,17.18,80206.32,1.9183,1.9183,1.9178000000000002,1.9183,1.9178000000000002,14.69,15.39,42.33,23.47,1.9183,1.9178000000000002,1.9183,1.9178000000000002,12.23,32.09,33.76,33.76,4.279,4.279,0.6622,0.6622,76637.22,-4.1291,0.0194,0.0194,14.8797,14.8797,2.55,14.99,15.92,15.92,20.01,20.74,20.74,24.55,24.55,8.5508,8.5508,27.2275,27.2275,31.616,31.6147,29.4977,31.6147,31.6147,31.616,31.6147,35.6568,35.6568,18.99,19.79,19.79,-5.5198,2.8052,-0.0683,6.7938,-3.7875,5.0344,5.0344,9.7736,9.7736,1.6218,1.6218,5.1547,5.1547,0.1218,0.1218,11.86,13.1,29.76,21.25,12.0471,12.0043,12.52,11.2,11.31,12.7,24.51,24.75,26.27,14.7,14.530000000000001,16.43,7.1058,7.1058,15.94,0.7032,0.7032,-8.0634
35,ADI,Buy,3.63099,-3.6662,-4.3709,35.057713,3.58185,247.1,2025-02-20,182.57,2024-04-19,7.1516,1.2293,0.1955,0.1929,0.96730834,70.8776,70.7101,17.37,21.54,6.2907,6.4197,10.92181,4.7616,5.4871,1.7685,34.857,34.1785,1.8354,1.9297,11.42,3.6188,3.6813,1.8707484,5.5656,5.3714,5.4,12.15,108825.78,3.2791,3.2791,3.136,3.2791,3.136,-1.83,-2.14,-15.42,-43.88,3.2791,3.136,3.2791,3.136,9.56,62.29,57.08,57.16,2.6189,2.6421,0.1886,0.1887,103237.5,-9.0846,0.0681,0.0652,8.4797,8.3018,-5.28,21.59,17.35,16.75,25.37,21.56,20.76,109.8,116.74,3.1631,2.9033,26.7973,26.8812,63.1317,66.0145,28.64803,66.0145,66.0145,63.1317,66.0145,33.067,32.4234,23.11,18.85,18.2,3.9787,-6.5994,-4.9794,-2.889,2.7227,10.9511,11.0561,4.3478,3.9332,1.2519,1.3174,6.7185,7.8167,0.3928,0.3891,8.81,9.49,-3.56,-19.28,18.9036,18.7251,3.31,4.8,3.39,3.2300000000000004,7.07,4.65,4.45,5.65,3.82,3.64,51.5636,52.195,27.85,0.2155,0.2158,-1.5532
36,ANSS,Hold,0.53355,-5.8663,4.8233,18.034386,0.52195,363.03,2024-12-04,289.82,2024-08-05,-1.2383,1.9938,0.31,0.3267,1.2091181,62.0253,63.9368,14.37,-0.38,7.9604,8.2391,6.99296,9.9003,12.8099,,37.1115,37.1115,2.3047,2.9515,,0.0,,,8.4352,8.4021,6.92,13.73,27896.495,6.5498,6.5498,6.5435,6.5498,6.5435,8.27,4.51,2.19,14.36,6.5498,6.5435,6.5498,6.5435,10.56,87.6,89.0,89.0,,,0.1399,0.135,28241.404,-2.8297,0.0886,0.0886,42.3084,18.5339,-5.35,23.93,22.62,22.62,28.18,28.21,28.21,,,5.8483,5.0188,35.4907,35.4907,49.0564,49.0564,49.76662,49.0564,49.0564,49.0564,49.0564,37.5703,37.5703,27.71,28.22,28.22,1.7786,2.5948,4.6324,-11.2789,0.2709,11.0977,11.0977,6.9209,5.8289,2.2497,2.8592,2.7941,3.2813,0.3915,0.3915,10.1,10.92,9.57,12.11,28.9528,28.873,10.41,7.7,6.83,6.959999999999999,10.77,9.28,9.26,9.28,8.14,8.110000000000001,52.4124,55.0503,13.31,0.1399,0.135,-4.005
37,AON,Hold,0.37843,7.5614,11.1064,15.416483,0.31692,412.87,2025-03-03,272.51,2024-04-26,22.2766,-2.0688,0.3206,0.3286,0.8968463,28.338,28.338,8.93,-0.63,13.0417,13.0417,14.69407,39.588,39.588,0.6677,35.5419,35.5419,1.019,1.019,9.31,2.711,2.711,0.6905724,22.6024,22.6024,11.87,14.63,100121.63,12.4894,12.4894,12.6608,12.4894,12.6608,31.02,14.46,33.1,1.46,12.4894,12.6608,12.4894,12.6608,11.84,,47.24,,,,2.6572,2.6572,84175.63,-4.6612,0.0442,0.0442,6.2855,6.2855,3.98,16.98,16.91,16.91,25.66,26.53,26.53,21.18,21.18,12.6898,12.6898,27.735,27.735,31.7165,31.7165,27.17661,31.7165,31.7165,31.7165,31.7165,29.8813,29.8813,21.83,22.05,22.05,15.2063,8.8779,7.2485,12.236,12.8765,5.3622,5.3622,116.3851,296.7652,1.0131,1.0131,1.1385,1.1385,0.2616,0.2616,8.79,7.35,22.87,17.36,73.8729,71.9432,10.08,6.19,5.42,5.56,58.14,43.36,26.06,13.14,11.459999999999999,6.79,2.6465,0.9104,-30.8,2.7824,2.7824,8.6006
38,APA,Hold,7.89766,-9.8749,-15.4298,40.614464,7.608,36.045,2024-04-08,17.66,2025-03-05,-36.9687,2.6463,0.5022,0.5269,1.1820892,14.45,14.45,-5.78,-0.34,1.9404,1.9404,10.80741,1.7105,1.7105,4.8072,18.0002,18.0002,1.1519,1.1519,1.06,1.0553,1.0553,4.9925113,11.8102,11.7847,113.49,,12762.1772,2.2776,2.2776,2.2506999999999997,2.2776,2.2506999999999997,-4.25,,-83.23,-75.63,2.2776,2.2506999999999997,2.2776,2.2506999999999997,,69.54,71.89,71.89,6.2346,6.2346,1.129,1.129,7343.1772,-2.5604,0.3488,0.3488,5.2758,5.1712,,-4.3,8.26,8.26,10.5,22.5,22.5,43.91,25.41,1.6178,1.6178,2.0285,2.0285,9.1333,9.1333,3.34269,9.1333,9.1333,9.1333,9.1333,10.3571,8.4307,3.38,15.76,15.76,-2.23,-17.6583,-6.0285,-47.0093,-8.3703,0.7542,0.7542,26.74187,10.49333,0.9276,0.9276,5.4564,5.4564,4.2243,4.2243,6.84,8.45,25.15,17.61,27.5836,26.4592,9.88,4.0,4.15,4.35,176.54,15.229999999999999,17.46,15.25,7.1,7.5200000000000005,1.35769,3.51373,-43.60584,1.1447,1.1447,-12.6462
39,AAPL,Buy,56.14094,-13.7125,-3.371,27.373877,49.82624,260.1,2024-12-26,164.075,2024-04-19,23.2128,-1.9771,1.0714,1.1487,1.2912,3.7673,4.4385,-5.85,-2.08,7.1978,6.5355,6.86253,4.3112,3.5753,0.4796,29.863,33.0553,0.8673,0.9229,5.3,0.9935,1.001,0.46728972,8.7571,8.9809,11.9,9.91,3249301.8,6.0836,6.0836,6.2904,6.0836,6.2904,2.71,15.41,10.13,-2.13,6.0836,6.2904,6.0836,6.2904,13.06,42.73,46.21,46.52,30.8955,31.5388,1.5057,1.2576,3182801.8,-12.0534,0.5716,0.5863,622.5082,622.5082,2.45,24.28,23.97,24.3,29.11,31.51,31.76,16.25,15.88,61.8474,57.1049,26.915,29.3904,33.955,33.1025,30.96975,33.1025,33.1025,33.955,33.1025,29.2518,32.3788,29.15,31.58,31.77,-6.0676,-5.5995,-4.6725,13.1722,-10.7908,8.1394,8.0423,4.8643,6.4066,0.826,0.8751,12.43,14.9815,2.3844,2.4132,2.25,8.49,3.95,2.61,25.3785,26.1213,12.65,25.24,25.679999999999996,27.91,151.11,164.59,145.35,50.63,56.989999999999995,57.07,5.8583,6.7916,11.34,1.8881,1.45,-15.0667
40,AMAT,Buy,6.24837,-10.2963,-13.7826,39.934856,6.88306,255.89,2024-07-10,145.37,2025-03-11,-22.7234,2.9854,0.7898,0.829,1.7037859,23.2286,22.9247,20.97,21.96,9.1528,7.3051,8.7205,11.5782,10.109,1.0031,16.6704,21.0297,2.5059,2.675,12.01,1.444,1.5237,1.1835841,9.9029,10.2304,19.54,16.84,124811.3,8.6055,8.6055,7.6441,8.6055,7.6441,10.33,24.62,-40.02,-10.09,8.6055,7.6441,8.6055,7.6441,21.69,46.54,47.46,47.73,2.5622,2.5919,0.2874,0.2932,124815.3,-2.8848,0.201,0.1777,20.3913,41.2063,7.36,24.83,26.41,22.95,28.56,28.95,29.22,16.61,19.74,8.0414,7.6174,14.3846,17.152,17.391,19.6776,18.52936,19.6776,19.6776,17.391,19.6776,16.6709,21.0304,28.43,30.0,28.83,-2.6514,-16.0111,-3.3371,-32.764,-1.3319,4.5929,4.5166,8.1482,7.7155,1.7825,1.8811,4.9673,4.8804,0.7612,0.7741,5.62,13.22,6.84,4.34,32.5851,33.7424,16.08,21.31,20.86,19.03,43.1,37.769999999999996,33.98,30.48,28.410000000000004,25.580000000000002,22.9242,22.633,18.4,0.3294,0.3361,-5.6078
